YEAR,TEAM,TEAM_short,Payroll,Salary Cap,Ovr_salary_cap,Age_avg,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attend.,Attend./G,Champ,Champ_cum,Champ_cum_local,MVP,MVP_cum,All_star,All_NBA,Gs_H,TOTAL_H,AVG_H,Gs_A,AVG_A,TOTAL_overall,AVG_overall,TOTAL_H_YOY,AVG_H_YOY,AVG_A_YOY,TOTAL_overall_YOY,AVG_overall_YOY2
2019,Houston Rockets,Rockets,144916427,101869000,1,29.2,53,29,53,29,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.279,0.519,0.581,0.542,12,22.8,0.221,0.525,13.4,74.4,0.21,Toyota Center,740392,18058,0,2,2,0,0,1,1,41,740392,18058,41,17921,1475098,17989,3.41,0.88,-2.44,-0.82,-0.82
2019,Indiana Pacers,Pacers,121588790,101869000,1,27,48,34,50,32,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,0.516,14.1,76.2,0.184,Bankers Life Fieldhouse,689310,16812,0,0,0,0,0,1,0,41,689310,16812,41,17957,1424914,17377,4.74,4.74,1.17,2.89,2.89
2019,LA Clippers,Clippers,118327016,101869000,1,27.2,48,34,43,39,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,0.529,12.7,22,0.258,0.514,11.4,76,0.224,STAPLES Center,710327,17325,0,0,0,0,0,0,0,41,710327,17325,41,17233,1416878,17279,1.79,1.8,-2.83,-0.54,-0.54
2019,Los Angeles Lakers,Lakers,126557932,101869000,1,26.2,37,45,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.257,0.342,0.554,0.527,13.4,22.2,0.18,0.516,12.2,76.4,0.192,STAPLES Center,778877,18997,0,16,11,0,0,1,0,41,778877,18997,41,18862,1552178,18929,0.33,0.33,1.11,0.71,0.71
2019,Memphis Grizzlies,Grizzlies,114394213,101869000,1,27.7,33,49,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.548,0.508,12.9,20,0.21,0.521,13.9,77.6,0.232,FedEx Forum,638332,15569,0,0,0,0,0,0,0,41,607564,15578,41,17579,1361528,16604,-7.08,-2.31,1.33,-0.26,-0.26
2019,Miami Heat,Heat,101466920,101869000,0,27,39,43,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,0.51,12.7,77.6,0.201,AmericanAirlines Arena,805264,19641,0,3,3,0,0,1,0,41,805264,19640,41,18176,1550456,18908,2.55,0.05,-0.01,0.07,0.07
2019,Milwaukee Bucks,Bucks,115127167,101869000,1,26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12,20.8,0.197,0.503,11.5,80.3,0.162,Fiserv Forum,721692,17602,0,1,1,1,4,2,1,41,721692,17602,41,18185,1467226,17893,5.31,5.31,-1.06,1.97,1.97
2019,Minnesota Timberwolves,Timberwolves,153171497,101869000,1,26.2,36,46,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,0.538,12.9,74.9,0.19,Target Center,627543,15306,0,0,0,0,0,1,0,41,627543,15305,41,17641,1350786,16473,-10.26,-10.27,-1.17,-5.62,-5.62
2019,New Orleans Pelicans,Pelicans,137793831,101869000,1,25.7,33,49,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,0.532,11.6,76.8,0.193,Smoothie King Center,656183,16004,0,0,0,0,0,1,0,41,656183,16004,41,17667,1380470,16835,-2.63,-2.63,-1.36,-1.97,-1.97
2019,New York Knicks,NY Knicks,123255073,101869000,1,23.4,17,65,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.334,0.529,0.49,12.4,22.1,0.205,0.533,11.7,76.1,0.203,Madison Square Garden (IV),779087,19002,0,2,2,0,0,0,0,41,779087,19002,41,17566,1499288,18284,-1.71,-1.7,-3.37,-2.55,-2.55
2019,Oklahoma City Thunder,Thunder,113826156,101869000,1,25.7,49,33,50,32,3.4,0.15,3.56,110.3,107,3.3,102.8,0.266,0.347,0.545,0.514,11.7,26,0.19,0.523,14.4,78.2,0.206,Chesapeake Energy Arena,746323,18203,0,1,0,0,0,2,1,41,746323,18203,41,17866,1478788,18034,0,0,-5.3,-2.7,-2.7
2019,Orlando Magic,Magic,121962221,101869000,1,25.7,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.216,0.36,0.55,0.518,11.9,22,0.168,0.515,11.8,79.7,0.186,Amway Center,720024,17431,0,0,0,0,0,1,0,41,720024,17561,41,17659,1444020,17610,0.6,-1.86,0.05,-0.9,-0.9
2019,Philadelphia 76ers,76ers,86958881,101869000,0,26.4,51,31,48,34,2.7,-0.44,2.25,112.6,110,2.6,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,0.512,11.1,78.6,0.206,Wells Fargo Center,838342,20447,0,3,2,0,0,2,1,41,838092,20441,41,17895,1571776,19168,0.55,0.55,-0.65,-0.09,-0.09
2019,Phoenix Suns,Suns,130988604,101869000,1,24,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,0.545,13.5,72.5,0.236,Talking Stick Resort Arena,627023,15293,0,0,0,0,0,0,0,41,627023,15293,41,17982,1364316,16638,-7.06,-9.33,2.11,-3.51,-3.51
2019,Portland Trail Blazers,Trail Blazers,125334993,101869000,1,26.2,53,29,51,31,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,0.516,11,77.9,0.195,Moda Center,799345,19496,0,1,1,0,0,1,1,41,799345,19496,41,17992,1537746,18753,0.51,0.51,2.48,1.49,1.49
2019,Sacramento Kings,Kings,123747588,101869000,1,24.8,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,0.533,13.6,75.5,0.207,Golden 1 Center,700975,17097,0,1,0,0,0,0,0,41,700975,17096,41,17199,1406136,17148,7.91,-2.61,-1.6,-2.1,-2.1
2019,San Antonio Spurs,Spurs,146291276,101869000,1,28.8,48,34,45,37,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.286,0.572,0.534,11,21,0.194,0.528,11,79.4,0.17,AT&T Center,750616,18308,0,5,5,0,0,1,0,41,750616,18307,41,17381,1463208,17844,-0.52,-0.52,-5.68,-3.1,-3.1
2019,Toronto Raptors,Raptors,125188633,101869000,1,27.3,58,24,56,26,6.09,-0.6,5.49,113.1,107.1,6,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,0.509,13.1,77.1,0.19,Scotiabank Arena,812822,19825,1,1,1,0,0,2,1,41,812822,19824,41,18239,1560624,19032,-0.07,-0.08,3.2,1.47,1.47
2019,Utah Jazz,Jazz,110724804,101869000,1,27.3,50,32,54,28,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,0.507,12.4,80.3,0.189,Vivint Smart Home Arena,750546,18306,0,0,0,0,0,1,0,41,750546,18306,41,17517,1468702,17911,2.14,2.14,0.13,1.15,1.15
2019,Washington Wizards,Wizards,112598201,101869000,1,26.5,32,50,34,48,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.266,0.37,0.567,0.531,12.3,21.3,0.204,0.546,13.5,74.1,0.199,Capital One Arena,716996,17448,0,1,0,0,0,1,0,41,716996,17487,41,17509,1434836,17498,-0.27,-2.7,-0.98,-1.84,-1.84
2020,Atlanta Hawks,Hawks,123971686,109140000,1,24.1,20,47,18,49,-7.97,0.27,-7.71,107.2,114.8,-7.6,103,0.258,0.398,0.554,0.515,13.8,21.6,0.204,0.543,12.7,74.9,0.233,State Farm Arena,545453,16043,0,1,0,0,0,1,0,34,545453,16042,33,17786,1132367,16901,-13.21,4.66,0,-16.6,2.08
2020,Boston Celtics,Celtics,118889943,109140000,1,25.3,48,24,50,22,6.31,-0.47,5.83,113.3,107,6.3,99.5,0.259,0.386,0.57,0.531,12.2,23.9,0.207,0.509,13.5,77.4,0.215,TD Garden,610864,19090,0,17,17,0,0,2,1,36,610864,19089,36,18409,1349928,18749,-20,2.5,-1.4,-11.71,0.55
2020,Brooklyn Nets,Nets,98539675,109140000,0,26.3,35,37,35,37,-0.57,-0.44,-1.01,108.9,109.5,-0.6,101.4,0.267,0.423,0.554,0.52,13.1,23.2,0.199,0.511,11,77.8,0.187,Barclays Center,524907,16403,0,0,0,0,0,2,0,36,524907,16403,36,17910,1235304,17157,-14.31,9.79,-0.97,-8.77,3.9
2020,Charlotte Hornets,Hornets,128109922,109140000,1,24.3,23,42,19,46,-6.75,-0.28,-7.03,106.3,113.3,-7,95.8,0.252,0.399,0.539,0.504,13.3,23.9,0.188,0.546,13.1,74.4,0.159,Spectrum Center,478591,15428,0,0,0,0,0,0,0,31,478591,15438,34,17564,1075750,16550,-29.26,-6.44,-0.48,-23.16,-3.07
2020,Chicago Bulls,Bulls,131506341,109140000,1,24.4,22,43,26,39,-3.08,-0.93,-4,106.7,109.8,-3.1,99.7,0.231,0.396,0.547,0.515,13.7,22.8,0.175,0.546,16.3,75.6,0.239,United Center,639352,18804,0,6,6,0,0,0,0,34,639352,18804,31,17767,1190150,18310,-22.36,-6.37,-0.31,-23.42,-3.39
2020,Cleveland Cavaliers,Cavaliers,109140000,109140000,0,25,19,46,18,47,-7.89,0.12,-7.77,107.5,115.4,-7.9,98.7,0.227,0.362,0.553,0.522,14.6,24.6,0.172,0.56,11.7,77.4,0.164,Rocket Mortgage Fieldhouse,643008,17861,0,1,1,0,0,0,0,36,623576,17816,29,18254,1170910,18014,-21.4,-7.92,3.53,-22.77,-2.57
2020,Dallas Mavericks,Mavericks,110702618,109140000,1,26.1,43,32,49,26,4.95,-0.07,4.87,116.7,111.7,5,99.3,0.264,0.457,0.581,0.545,11.2,23.2,0.206,0.525,10.6,77.7,0.175,American Airlines Center,682096,20062,0,1,1,0,0,1,1,38,682096,20061,37,18249,1437675,19169,-16.88,0.24,0.97,-7.93,0.66
2020,Denver Nuggets,Nuggets,96552033,109140000,0,25.6,46,27,41,32,2.11,0.24,2.35,113.1,111,2.1,97.1,0.235,0.344,0.567,0.535,12.3,24.8,0.183,0.533,12.9,76.8,0.198,Pepsi Center,633153,19186,0,0,0,0,0,1,1,37,633153,19186,36,17163,1327870,18190,-16.3,3.99,-1.78,-9.85,1.27
2020,Detroit Pistons,Pistons,100232129,109140000,0,25.9,20,46,26,40,-3.56,-0.82,-4.38,109,112.7,-3.7,97.6,0.261,0.381,0.561,0.529,13.8,22.6,0.194,0.541,12.7,75.9,0.186,Little Caesars Arena,509469,15294,0,3,3,0,0,0,0,33,509463,15438,33,17641,1091574,16539,-24.63,-6.36,-1,-22.39,-3.58
2020,Golden State Warriors,Warriors,131979953,109140000,1,24.4,15,50,16,49,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,0.264,0.355,0.54,0.497,13.2,21.5,0.212,0.553,13.7,76.4,0.193,Chase Center,614176,18064,0,6,4,0,0,0,0,34,614176,18064,31,17454,1155245,17773,-23.56,-7.82,-7.11,-26.6,-7.4
2020,Houston Rockets,Rockets,132017938,109140000,1,29.2,44,28,42,30,2.96,0.17,3.13,112.9,110.1,2.8,103.7,0.288,0.501,0.578,0.537,12.6,21,0.228,0.529,13.7,75.6,0.197,Toyota Center,578458,18077,0,2,2,0,0,1,1,36,578458,18076,36,18072,1301328,18074,-21.87,0.1,0.84,-11.78,0.47
2020,Indiana Pacers,Pacers,119217331,109140000,1,25.6,45,28,41,32,1.96,-0.33,1.63,110,108,2,98.9,0.216,0.317,0.565,0.534,12,20,0.17,0.511,13,76.7,0.192,Bankers Life Fieldhouse,529002,16531,0,0,0,0,0,1,0,36,529002,16531,37,17297,1234722,16914,-23.26,-1.67,-3.68,-13.35,-2.66
2020,LA Clippers,Clippers,128746180,109140000,1,27.4,49,23,50,22,6.44,0.21,6.66,113.9,107.6,6.3,101.5,0.295,0.375,0.577,0.535,12.6,23.5,0.233,0.506,12.2,77.6,0.206,STAPLES Center,610176,19068,0,0,0,0,0,2,2,36,610176,19068,36,17855,1329192,18461,-14.1,10.06,3.61,-6.19,6.84
2020,Los Angeles Lakers,Lakers,104527576,109140000,0,29.5,52,19,48,23,5.79,0.49,6.28,112,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,0.515,14.1,78.8,0.205,STAPLES Center,588907,18997,1,17,12,0,0,2,2,35,588907,18997,36,18877,1344456,18936,-24.39,0,0.08,-13.38,0.04
2020,Memphis Grizzlies,Grizzlies,126095610,109140000,1,24.1,34,39,34,39,-1.07,0.16,-0.91,109.2,110.3,-1.1,102.8,0.24,0.346,0.561,0.528,13.2,23,0.183,0.521,12.7,77.8,0.217,FedEx Forum,523297,15857,0,0,0,0,0,0,0,37,523297,15857,36,17508,1216910,16670,-13.87,1.79,-0.4,-10.62,0.4
2020,Miami Heat,Heat,113796966,109140000,1,25.9,44,29,43,30,2.95,-0.35,2.59,112.5,109.5,3,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,0.523,12.6,79.5,0.213,AmericanAirlines Arena,629771,19680,0,3,3,0,0,1,1,36,629771,19680,37,18127,1379043,18891,-21.79,0.2,-0.27,-11.06,-0.09
2020,Milwaukee Bucks,Bucks,129912339,109140000,1,29.2,56,17,57,16,10.08,-0.67,9.41,112.4,102.9,9.5,105.1,0.271,0.428,0.583,0.552,12.9,20.7,0.201,0.489,12,81.6,0.178,Fiserv Forum,549036,17711,0,1,1,1,5,2,1,35,549036,17710,38,17892,1299765,17805,-23.92,0.61,-1.61,-11.41,-0.49
2020,Minnesota Timberwolves,Timberwolves,129867871,109140000,1,24.8,19,45,24,40,-4.3,0.28,-4.02,108.1,112.2,-4.1,103.4,0.277,0.433,0.551,0.514,13,22.1,0.209,0.541,13.2,77.2,0.218,Target Center,482112,15066,0,0,0,0,0,1,0,32,482112,15066,32,17463,1040896,16264,-23.17,-1.56,-1.01,-22.94,-1.27
2020,New Orleans Pelicans,Pelicans,122463495,109140000,1,25.4,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,0.256,0.403,0.568,0.539,13.9,24.2,0.186,0.532,12.4,77.8,0.212,Smoothie King Center,528172,16505,0,0,0,0,0,0,0,36,528172,16505,36,18234,1250568,17369,-19.51,3.13,3.21,-9.41,3.17
2020,New York Knicks,NY Knicks,131059022,109140000,1,24.5,21,45,20,46,-6.45,-0.26,-6.72,106.5,113,-6.5,98.6,0.263,0.318,0.531,0.501,12.6,25.8,0.182,0.541,12.4,78.3,0.224,Madison Square Garden (IV),620789,18812,0,2,2,0,0,0,0,33,620789,18811,33,17767,1207074,18289,-20.32,-1.01,1.14,-19.49,0.03
2020,Oklahoma City Thunder,Thunder,118910311,109140000,1,25.5,44,28,41,31,1.99,0.34,2.33,110.8,108.8,2,98.8,0.29,0.353,0.573,0.53,12.4,19.3,0.231,0.518,12.6,76.8,0.173,Chesapeake Energy Arena,600699,18203,0,1,0,0,0,1,1,37,600699,18203,35,17855,1298448,18034,-19.51,0,-0.06,-12.2,0
2020,Orlando Magic,Magic,114202982,109140000,1,26.1,33,40,34,39,-1.01,0.09,-0.93,108.5,109.5,-1,98.6,0.256,0.364,0.544,0.506,11.5,22.3,0.198,0.535,13.2,79.1,0.176,Amway Center,529870,17093,0,0,0,0,0,1,0,35,529870,17092,38,17243,1253483,17171,-26.41,-2.67,-2.36,-13.19,-2.49
2020,Philadelphia 76ers,76ers,120871082,109140000,1,26.3,43,30,42,31,2.38,-0.13,2.25,111.3,109,2.3,99,0.255,0.36,0.566,0.534,12.7,23.9,0.193,0.523,12.5,80.3,0.214,Wells Fargo Center,639491,20629,0,3,2,0,0,2,1,35,639491,20628,38,17706,1395906,19122,-23.7,0.91,-1.06,-11.19,-0.24
2020,Phoenix Suns,Suns,122612183,109140000,1,24.6,34,39,37,36,0.22,0.35,0.56,111.7,111.4,0.3,101.3,0.271,0.361,0.576,0.532,13,22.2,0.226,0.539,13.7,78.8,0.221,Talking Stick Resort Arena,550633,15606,0,0,0,0,0,0,0,39,550633,15732,34,17660,1213406,16622,-12.18,2.87,-1.79,-11.06,-0.1
2020,Portland Trail Blazers,Trail Blazers,117759332,109140000,1,27.5,35,39,34,40,-1.15,0.54,-0.61,113.7,114.8,-1.1,100.7,0.242,0.374,0.57,0.533,11.2,22.4,0.194,0.53,11.2,75.3,0.208,Moda Center,628303,19634,0,1,1,0,0,1,1,36,608634,19633,38,17941,1387352,18748,-23.86,0.7,-0.28,-9.78,-0.03
2020,Sacramento Kings,Kings,121296256,109140000,1,27,31,41,31,41,-2.04,0.46,-1.59,110.2,112.2,-2,98.9,0.23,0.395,0.566,0.534,13,21.9,0.177,0.543,13.6,78.4,0.225,Golden 1 Center,520663,16796,0,1,0,0,0,0,0,35,520663,16795,37,17739,1244304,17282,-25.72,-1.76,3.14,-11.51,0.78
2020,San Antonio Spurs,Spurs,129254928,109140000,1,27.6,32,39,33,38,-1.11,0.46,-0.65,112.4,113.5,-1.1,100.5,0.262,0.318,0.572,0.531,11.2,20.1,0.212,0.542,11.7,79.2,0.193,AT&T Center,550515,18351,0,5,5,0,0,0,0,34,550515,18350,37,17588,1274521,17951,-26.66,0.23,1.19,-12.9,0.6
2020,Toronto Raptors,Raptors,98495848,109140000,0,26.6,53,19,50,22,6.24,-0.26,5.97,111.1,105,6.1,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,0.502,14.6,76.7,0.202,Scotiabank Arena,633456,19796,0,1,1,0,0,1,1,36,633456,19795,36,17789,1353024,18792,-22.07,-0.15,-2.47,-13.3,-1.26
2020,Utah Jazz,Jazz,112872260,109140000,1,27.3,44,28,42,30,2.47,0.05,2.52,112.3,109.9,2.4,98.6,0.268,0.414,0.585,0.549,13.7,21.6,0.208,0.518,11.1,78.9,0.185,Vivint Smart Home Arena,567486,18306,0,0,0,0,0,2,1,35,567486,18306,37,17261,1279224,17767,-24.39,0,-1.46,-12.9,-0.8
2020,Washington Wizards,Wizards,112601901,109140000,1,25.1,25,47,26,46,-4.67,-0.57,-5.24,110.9,115.5,-4.6,102.7,0.27,0.358,0.562,0.523,12.2,22.2,0.213,0.558,13.9,75.3,0.231,Capital One Arena,532702,16647,0,1,0,0,0,1,1,36,532702,16646,36,17587,1232424,17117,-25.7,-4.81,0.45,-14.11,-2.18
2021,Atlanta Hawks,Hawks,139334713,109140000,1,25.4,41,31,41,31,2.32,-0.18,2.14,115.7,113.3,2.4,97.6,0.278,0.382,0.581,0.539,11.9,24.4,0.226,0.53,11.1,77.8,0.19,State Farm Arena,59288,1647,0,1,0,0,0,0,0,36,59288,2195,36,2786,172584,2397,-89.13,-86.32,-84.34,-84.76,-85.82
2021,Boston Celtics,Celtics,170444633,109140000,1,25.1,36,36,39,33,1.46,-0.14,1.32,114,112.5,1.5,98.3,0.234,0.409,0.574,0.543,12.5,24.3,0.181,0.539,12.8,78.1,0.215,TD Garden,30067,835,0,17,17,0,0,2,0,36,30067,2312,36,2781,187704,2607,-95.08,-87.89,-84.89,-86.1,-86.1
2021,Brooklyn Nets,Nets,128858241,109140000,1,28.2,48,24,46,26,4.5,-0.27,4.24,118.3,113.8,4.5,99.5,0.258,0.413,0.61,0.575,12.2,21.4,0.208,0.531,11.1,77.3,0.187,Barclays Center,30491,847,0,0,0,0,0,3,1,36,30491,1524,36,3005,157104,2182,-94.19,-90.71,-83.22,-87.28,-87.28
2021,Charlotte Hornets,Hornets,131784255,109140000,1,24.6,33,39,32,40,-1.93,-0.01,-1.94,110.9,112.8,-1.9,98.3,0.238,0.422,0.564,0.532,13.3,23.5,0.181,0.55,13.2,75.7,0.163,Spectrum Center,68255,1896,0,0,0,0,0,0,0,36,68255,3412,36,2475,214632,2981,-85.74,-77.9,-85.91,-80.05,-81.99
2021,Chicago Bulls,Bulls,139722606,109140000,1,25.6,31,41,34,38,-0.89,-0.05,-0.94,111.1,112,-0.9,99,0.197,0.383,0.575,0.547,13.6,22.3,0.156,0.538,11.6,80.3,0.196,United Center,13655,379,0,6,6,0,0,1,0,36,13655,3413,36,2343,182736,2538,-97.86,-81.85,-86.81,-84.65,-86.14
2021,Cleveland Cavaliers,Cavaliers,109140000,109140000,0,24,22,50,18,54,-8.44,0.25,-8.19,105.8,114.4,-8.6,97.3,0.261,0.347,0.543,0.508,13.9,23.6,0.194,0.556,13,76.6,0.183,Rocket Mortgage Fieldhouse,91476,2541,0,1,1,0,0,0,0,36,91476,2950,36,2616,203616,2828,-85.33,-83.44,-85.67,-82.61,-84.3
2021,Dallas Mavericks,Mavericks,118804016,109140000,1,26.3,42,30,41,31,2.26,-0.01,2.26,115.4,113,2.4,97.3,0.242,0.436,0.582,0.55,11.1,21.1,0.189,0.534,11.5,77.8,0.197,American Airlines Center,94849,2635,0,1,1,0,0,1,1,36,94849,3648,36,2316,226080,3140,-86.09,-81.82,-87.31,-84.27,-83.62
2021,Denver Nuggets,Nuggets,108218809,109140000,0,26.1,47,25,47,25,4.93,-0.11,4.82,117.1,112.1,5,97.1,0.219,0.383,0.588,0.557,12.1,24.7,0.176,0.545,12.9,78.9,0.2,Ball Arena,54563,1516,0,0,0,1,1,1,1,36,54554,3636,36,2481,217656,3023,-91.38,-81.05,-85.54,-83.61,-83.38
2021,Detroit Pistons,Pistons,102137151,109140000,0,24.5,20,52,26,46,-4.47,0.09,-4.38,108,112.5,-4.5,97.9,0.273,0.385,0.556,0.519,13.5,21.9,0.207,0.541,12.6,76.9,0.195,Little Caesars Arena,14250,396,0,3,3,0,0,0,0,36,14250,647,36,2946,113688,1579,-97.2,-95.81,-83.3,-89.58,-90.45
2021,Golden State Warriors,Warriors,131904647,109140000,1,26.7,39,33,38,34,1.06,0.04,1.1,111.1,110.1,1,102.2,0.239,0.439,0.583,0.551,13.3,17.9,0.188,0.522,13.1,76.6,0.223,Chase Center,33457,929,0,6,4,0,0,1,1,36,33457,3041,36,2873,211608,2939,-94.55,-83.17,-83.54,-81.68,-83.46
2021,Houston Rockets,Rockets,95774839,109140000,0,26.5,17,55,20,52,-7.9,0.4,-7.5,107.1,114.9,-7.8,101.4,0.252,0.459,0.553,0.521,13,19.8,0.187,0.555,12.9,77.1,0.201,Toyota Center,117009,3250,0,2,2,0,0,0,0,36,117009,3250,36,3282,234648,3259,-79.77,-82.02,-81.84,-81.97,-81.97
2021,Indiana Pacers,Pacers,129537825,109140000,1,26.5,34,38,36,36,-0.04,-0.08,-0.13,112.4,112.4,0,101.6,0.227,0.372,0.575,0.542,11.9,20.2,0.18,0.531,12.7,74.9,0.201,Bankers Life Fieldhouse,,,0,0,0,0,0,1,0,36,0,0,36,3030,204480,2840,-100,-100,-82.48,-83.44,-83.21
2021,LA Clippers,Clippers,129793210,109140000,1,28.8,47,25,49,23,6.18,-0.16,6.02,117.6,111.2,6.4,96.9,0.222,0.4,0.599,0.564,12.2,22.7,0.186,0.531,11.9,79.1,0.186,STAPLES Center,13901,386,0,0,0,0,0,2,2,36,13901,1737,36,2932,186480,2590,-97.72,-90.89,-83.58,-85.97,-85.97
2021,Los Angeles Lakers,Lakers,117041599,109140000,1,28.2,42,30,42,30,2.79,-0.03,2.77,109.9,107.1,2.8,98.7,0.271,0.363,0.569,0.536,13.6,22.5,0.2,0.526,13.7,79.7,0.184,STAPLES Center,23313,648,0,17,12,0,0,2,2,36,23313,2331,36,3015,198864,2762,-96.04,-87.73,-84.03,-85.21,-85.41
2021,Memphis Grizzlies,Grizzlies,121739163,109140000,1,24.2,38,34,38,34,1.03,0.04,1.07,112,111,1,100.4,0.232,0.342,0.56,0.528,11.6,24.2,0.179,0.535,13.1,78.3,0.196,FedEx Forum,61449,1707,0,0,0,0,0,0,0,36,61449,2194,36,2928,180000,2500,-88.26,-86.16,-83.28,-85.21,-85
2021,Miami Heat,Heat,106847430,109140000,0,27.4,40,32,36,36,0.03,-0.09,-0.06,111.2,111.2,0,96.6,0.252,0.432,0.581,0.546,13.1,19.4,0.199,0.542,13.8,77.9,0.183,AmericanAirlines Arena,,,0,3,3,0,0,0,1,36,0,0,36,3272,223776,3108,-100,-100,-81.95,-83.77,-83.55
2021,Milwaukee Bucks,Bucks,147825311,109140000,1,28.1,46,26,48,24,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12,23.3,0.177,0.536,11.5,79.7,0.157,Fiserv Forum,64780,1799,1,2,2,0,0,1,1,36,64780,2591,36,2644,188064,2612,-88.2,-85.37,-85.22,-85.53,-85.33
2021,Minnesota Timberwolves,Timberwolves,134731235,109140000,1,23.2,23,49,24,48,-5.56,0.31,-5.25,109.5,115,-5.5,101.6,0.254,0.413,0.555,0.52,12.4,22.7,0.193,0.556,13.3,76.8,0.207,Target Center,15774,438,0,0,0,0,0,0,0,36,15774,1434,36,2307,139464,1937,-96.73,-90.48,-86.79,-86.6,-88.09
2021,New Orleans Pelicans,Pelicans,129131910,109140000,1,24.8,31,41,35,37,-0.29,0.1,-0.2,113.5,113.8,-0.3,100.1,0.293,0.342,0.57,0.537,12.7,26.3,0.214,0.55,11.9,80,0.186,Smoothie King Center,93120,2587,0,0,0,0,0,1,0,36,93120,2586,36,2793,191664,2662,-82.37,-84.33,-84.68,-84.67,-84.67
2021,New York Knicks,NY Knicks,129605319,109140000,1,25.6,41,31,41,31,2.31,-0.18,2.13,110.6,108.2,2.4,95.9,0.242,0.347,0.559,0.524,11.9,21.9,0.19,0.509,11.7,78.6,0.196,Madison Square Garden (IV),42131,1170,0,2,2,0,0,1,1,36,42131,1755,36,2803,161568,2244,-93.21,-90.67,-84.22,-86.61,-87.73
2021,Oklahoma City Thunder,Thunder,136881324,109140000,1,22.8,22,50,15,57,-10.64,0.51,-10.13,103.5,114,-10.5,101,0.242,0.399,0.539,0.509,14.2,21.2,0.176,0.547,11.5,77.9,0.167,Chesapeake Energy Arena,,,0,1,0,0,0,0,0,36,0,0,36,2463,158616,2203,-100,-100,-86.21,-87.78,-87.78
2021,Orlando Magic,Magic,130334934,109140000,1,25.6,21,51,17,55,-9.31,0.29,-9.02,105.1,114.5,-9.4,98.7,0.24,0.356,0.527,0.49,11.5,21.6,0.186,0.547,11.5,78.2,0.169,Amway Center,126463,3513,0,0,0,0,0,1,0,36,130712,3630,36,2954,245160,3405,-75.33,-78.76,-82.87,-80.44,-80.17
2021,Philadelphia 76ers,76ers,127657823,109140000,1,27.1,49,23,48,24,5.58,-0.31,5.28,113.2,107.6,5.6,99.5,0.293,0.347,0.579,0.541,12.8,23.2,0.225,0.521,13.8,78.2,0.2,Wells Fargo Center,68583,1905,0,3,2,0,0,2,1,36,68583,3810,36,2693,236448,3284,-89.28,-81.53,-84.79,-83.06,-82.83
2021,Phoenix Suns,Suns,136623929,109140000,1,26.6,51,21,49,23,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,0.534,12.4,78.5,0.194,Phoenix Suns Arena,104027,2890,0,0,0,0,0,2,1,36,104027,3715,36,2951,244584,3397,-81.11,-76.39,-83.29,-79.84,-79.56
